"","Date","SPY_Values","Values","Invest"
"1994-02-18",1994-02-18,3048.28383342726,3196.77877734783,0
"1994-02-22",1994-02-22,3078.76601769015,3194.1536561251,0
"1994-02-23",1994-02-23,3070.63843271452,3184.80076515092,0
"1994-02-24",1994-02-24,3029.99227850695,3159.08666126384,0
"1994-02-25",1994-02-25,3044.21704845602,3218.79362676691,0
"1994-02-28",1994-02-28,3044.21704845602,3233.61582615022,0
"1994-03-01",1994-03-01,5032.02438849968,5226.8346385895,2000
"1994-03-02",1994-03-02,5038.7712445312,5255.04745355309,0
"1994-03-03",1994-03-03,5025.27877406845,5331.18399306403,0
"1994-03-04",1994-03-04,5038.7712445312,5361.67668329797,0
"1994-03-07",1994-03-07,5065.7542343705,5429.61088254211,0
"1994-03-08",1994-03-08,5045.51845530566,5400.16514029529,0
"1994-03-09",1994-03-09,5069.12482444272,5471.74773086408,0
"1994-03-10",1994-03-10,5028.65184734127,5436.94390510285,0
"1994-03-11",1994-03-11,5055.63732038118,5465.60018296832,0
"1994-03-14",1994-03-14,5062.38187058357,5483.34706795876,0
"1994-03-15",1994-03-15,5059.00897468222,5494.90254054859,0
"1994-03-16",1994-03-16,5099.47751749688,5426.49749296385,0
"1994-03-17",1994-03-17,5099.47751749688,5457.94571466896,0
"1994-03-18",1994-03-18,5098.36486625639,5433.87448985737,0
"1994-03-21",1994-03-21,5084.79931874741,5384.26904411831,0
"1994-03-22",1994-03-22,5098.36486625639,5311.52657712111,0
"1994-03-23",1994-03-23,5094.97494269379,5312.14195930091,0
"1994-03-24",1994-03-24,5033.91587787136,5187.88044329789,0
"1994-03-25",1994-03-25,4986.42750433059,5097.6747934337,0
"1994-03-28",1994-03-28,4993.21018939935,5087.10272524908,0
"1994-03-29",1994-03-29,4894.83837498254,5025.38763596513,0
"1994-03-30",1994-03-30,4826.99414189076,4955.76029897608,0
"1994-03-31",1994-03-31,4840.56465580094,4991.79779855223,0
"1994-04-04",1994-04-04,4765.93702815452,4925.0389230145,0
"1994-04-05",1994-04-05,4864.30760097103,5055.87785811883,0
"1994-04-06",1994-04-06,4864.30760097103,5079.12472424264,0
"1994-04-07",1994-04-07,4888.05356145612,5103.88600171297,0
"1994-04-08",1994-04-08,4850.74205346204,5065.05164059674,0
"1994-04-11",1994-04-11,4871.09507506952,5067.01846024517,0
"1994-04-12",1994-04-12,4864.30760097103,4979.9809562966,0
"1994-04-13",1994-04-13,4838.86880716228,4915.97168434941,0
"1994-04-14",1994-04-14,4840.56465580094,4897.88388187708,0
"1994-04-15",1994-04-15,4840.56465580094,4923.31758411989,0
"1994-04-18",1994-04-18,4808.33803315077,4870.9429731619,0
"1994-04-19",1994-04-19,4815.12178244836,4807.82219333309,0
"1994-04-20",1994-04-20,4810.0340591609,4748.57983781294,0
"1994-04-21",1994-04-21,4874.48535337506,4898.23802604636,0
"1994-04-22",1994-04-22,4869.39780745908,4851.27692981663,0
"1994-04-25",1994-04-25,4920.27982936336,4882.78572785551,0
"1994-04-26",1994-04-26,4915.19139659002,4826.33671664154,0
"1994-04-28",1994-04-28,4879.57485037723,4751.81372697566,0
"1994-04-29",1994-04-29,4894.83837498254,4780.52070448294,0
"1994-05-02",1994-05-02,4925.36737527934,4875.9351351669,0
"1994-05-03",1994-05-03,4920.27982936336,4785.57457289785,0
"1994-05-04",1994-05-04,4911.79597451179,4744.47937476258,0
"1994-05-05",1994-05-05,4905.01222521421,4774.59676857529,0
"1994-05-06",1994-05-06,4857.52686698846,4677.5621838045,0
"1994-05-09",1994-05-09,4815.12178244836,4601.83913049483,0
"1994-05-10",1994-05-10,4852.43807947217,4617.63302447999,0
"1994-05-11",1994-05-11,4808.33803315077,4565.31768973281,0
"1994-05-12",1994-05-12,4832.08665420794,4577.06866646068,0
"1994-05-13",1994-05-13,4832.08665420794,4376.87830087065,0
"1994-05-16",1994-05-16,4833.78161598924,4379.96698770354,0
"1994-05-17",1994-05-17,4905.01222521421,4371.07422437286,0
"1994-05-18",1994-05-18,4940.63391519966,4465.52315959014,0
"1994-05-19",1994-05-19,4964.38076254212,4464.43544029439,0
"1994-05-20",1994-05-20,4945.71933265799,4439.28728462858,0
"1994-05-23",1994-05-23,4937.23991209321,4471.06133392069,0
"1994-05-24",1994-05-24,4957.59435267246,4541.66216036464,0
"1994-05-25",1994-05-25,4971.16025492439,4581.1615189859,0
"1994-05-26",1994-05-26,4974.55283905907,4556.12970164081,0
"1994-05-27",1994-05-27,4979.64198131829,4637.65861390559,0
"1994-05-31",1994-05-31,4972.85858676365,4557.89218127631,0
"1994-06-01",1994-06-01,5994.90515118066,5548.04933951948,1000
"1994-06-02",1994-06-02,5988.79990974063,5528.54039330997,0
"1994-06-03",1994-06-03,6023.40216763474,5583.25139707112,0
"1994-06-06",1994-06-06,6021.36786772188,5647.37399706219,0
"1994-06-07",1994-06-07,6013.22683619534,5597.06846692717,0
"1994-06-08",1994-06-08,5964.37255752202,5524.84757413954,0
"1994-06-09",1994-06-09,5996.93966397547,5560.04653117602,0
"1994-06-10",1994-06-10,6007.12074322751,5605.7753982036,0
"1994-06-13",1994-06-13,6015.2607103443,5595.17729240577,0
"1994-06-14",1994-06-14,6062.08111486866,5733.0140487051,0
"1994-06-15",1994-06-15,6037.65503994175,5730.40754437093,0
"1994-06-16",1994-06-16,6049.86701299546,5717.49637658218,0
"1994-06-17",1994-06-17,6016.10031675455,5648.51221736776,0
"1994-06-20",1994-06-20,5964.87389451394,5630.38603690557,0
"1994-06-21",1994-06-21,5913.64640786357,5552.27786193444,0
"1994-06-22",1994-06-22,5936.18443277718,5548.25552424113,0
"1994-06-23",1994-06-23,5901.34970779382,5411.79045023615,0
"1994-06-24",1994-06-24,5778.40612411079,5376.2984412106,0
"1994-06-27",1994-06-27,5878.81381169971,5482.44977245134,0
"1994-06-28",1994-06-28,5850.12584013661,5476.16382383774,0
"1994-06-29",1994-06-29,5868.56737768906,5542.53164087305,0
"1994-06-30",1994-06-30,5831.6811093549,5513.82301551322,0
"1994-07-01",1994-07-01,7843.97546772321,7484.27434026712,2000
"1994-07-05",1994-07-05,7885.22990916837,7485.41239663165,0
"1994-07-06",1994-07-06,7874.23131546633,7456.95681606762,0
"1994-07-07",1994-07-07,7907.23795458348,7497.95986318904,0
"1994-07-08",1994-07-08,7904.48487731238,7456.818756478,0
"1994-07-11",1994-07-11,7876.98353552603,7428.1254169928,0
"1994-07-12",1994-07-12,7887.98098627954,7374.67574673055,0
"1994-07-13",1994-07-13,7901.7380862582,7498.66522604939,0
"1994-07-14",1994-07-14,7986.99347446556,7410.25018654736,0
"1994-07-15",1994-07-15,7989.74626599953,7460.42369146432,0
"1994-07-18",1994-07-18,8003.49707976128,7555.55487193735,0
"1994-07-19",1994-07-19,7986.99347446556,7562.7066402908,0
"1994-07-20",1994-07-20,7951.23975855709,7476.75272744514,0
"1994-07-21",1994-07-21,7967.74136369287,7426.61145151903,0
"1994-07-22",1994-07-22,7981.49446335168,7547.35107094562,0
"1994-07-25",1994-07-25,7992.49848605923,7549.53708487778,0
"1994-07-26",1994-07-26,7984.24382604005,7534.52389637888,0
"1994-07-27",1994-07-27,7984.24382604005,7450.05810301415,0
"1994-07-28",1994-07-28,8000.74714559863,7460.24979959121,0
"1994-07-29",1994-07-29,8080.50838022336,7600.63083051413,0
"1994-08-01",1994-08-01,8119.01003013455,7735.53012081592,0
"1994-08-02",1994-08-02,8130.01462431638,7672.51658356914,0
"1994-08-03",1994-08-03,8132.76512995328,7692.25743391916,0
"1994-08-04",1994-08-04,8086.00967723431,7652.0319087979,0
"1994-08-05",1994-08-05,8058.5034779167,7662.74558408275,0
"1994-08-08",1994-08-08,8077.75901753498,7711.48131829343,0
"1994-08-09",1994-08-09,8091.50925982246,7761.56707797261,0
"1994-08-10",1994-08-10,8121.75853561153,7764.46618737875,0
"1994-08-11",1994-08-11,8091.50925982246,7737.49841611588,0
"1994-08-12",1994-08-12,8154.76374604303,7736.58333431748,0
"1994-08-15",1994-08-15,8152.01724072597,7768.00799520833,0
"1994-08-16",1994-08-16,8209.76900124993,7816.77131867454,0
"1994-08-17",1994-08-17,8204.26970439891,7883.02623506653,0
"1994-08-18",1994-08-18,8176.7652195041,7831.1106218097,0
"1994-08-19",1994-08-19,8171.26449396741,7770.60008690408,0
"1994-08-22",1994-08-22,8163.01697737654,7760.97334439841,0
"1994-08-23",1994-08-23,8209.76900124993,7833.52309285444,0
"1994-08-24",1994-08-24,8297.78032409972,7894.09647719966,0
"1994-08-25",1994-08-25,8275.77885063865,7917.03003746387,0
"1994-08-26",1994-08-26,8394.04173517457,8018.26520639466,0
"1994-08-29",1994-08-29,8388.5490102776,8080.40528133003,0
"1994-08-30",1994-08-30,8410.54534047028,8125.7780398171,0
"1994-08-31",1994-08-31,8388.5490102776,8115.87887015505,0
"1994-09-01",1994-09-01,8361.04138227433,8062.41183806692,0
"1994-09-02",1994-09-02,8325.28766636585,7999.14370732626,0
"1994-09-06",1994-09-06,8328.03817200276,7965.64880562246,0
"1994-09-07",1994-09-07,8319.78494066924,8086.95333152446,0
"1994-09-08",1994-09-08,8361.04138227433,8131.34779456059,0
"1994-09-09",1994-09-09,8273.03348827013,8038.28322964212,0
"1994-09-12",1994-09-12,8248.2775088523,7918.56848293125,0
"1994-09-13",1994-09-13,8273.03348827013,7991.2621563263,0
"1994-09-14",1994-09-14,8281.28271928379,8033.75222162715,0
"1994-09-15",1994-09-15,8385.79536153223,8165.36144342337,0
"1994-09-16",1994-09-16,8326.11287520435,8112.48949519232,0
"1994-09-19",1994-09-19,8334.41811069597,8091.62247454228,0
"1994-09-20",1994-09-20,8176.69007063826,7936.49610417018,0
"1994-09-21",1994-09-21,8176.69007063826,7867.50468989395,0
"1994-09-22",1994-09-22,8157.32623664679,7871.39399192683,0
"1994-09-23",1994-09-23,8129.6537383181,7792.49793549338,0
"1994-09-26",1994-09-26,8171.15391369716,7697.93345916568,0
"1994-09-27",1994-09-27,9165.62547165863,8795.26743705076,1000
"1994-09-28",1994-09-28,9237.06547190526,8914.10320804475,0
"1994-09-29",1994-09-29,9190.46727867797,8935.95347051665,0
"1994-09-30",1994-09-30,9178.04509224904,8937.93494065082,0
"1994-10-03",1994-10-03,9156.30987420883,8853.06556215592,0
"1994-10-04",1994-10-04,9019.64465532288,8623.34108402661,0
"1994-10-05",1994-10-05,9022.75509305978,8643.59223397753,0
"1994-10-06",1994-10-06,8994.7929056793,8644.35737236278,0
"1994-10-07",1994-10-07,9035.17727948871,8749.55801139825,0
"1994-10-10",1994-10-10,9131.46069040376,8866.9266138239,0
"1994-10-11",1994-10-11,9268.11692885491,8937.26089007853,0
"1994-10-12",1994-10-12,9280.54456769067,8867.20153733466,0
"1994-10-13",1994-10-13,9311.60660872419,8856.0160086376,0
"1994-10-14",1994-10-14,9351.98392647768,8877.23565673215,0
"1994-10-17",1994-10-17,9333.34663771161,8824.53035879941,0
"1994-10-18",1994-10-18,9311.60660872419,8796.84953133804,0
"1994-10-19",1994-10-19,9355.08923253755,8881.28667291472,0
"1994-10-20",1994-10-20,9292.97092360719,8899.63843476311,0
"1994-10-21",1994-10-21,9255.69249731728,8887.23501982639,0
"1994-10-24",1994-10-24,9178.04509224904,8893.96210779048,0
"1994-10-25",1994-10-25,9187.36389699698,8867.044559953,0
"1994-10-26",1994-10-26,9221.53445138851,9042.29283900536,0
"1994-10-27",1994-10-27,9277.43926163081,9133.00195068241,0
"1994-10-28",1994-10-28,9473.1165211978,9215.27134964336,0
"1994-10-31",1994-10-31,9438.94340096777,9271.70264872427,0
"1994-11-01",1994-11-01,9333.34663771161,9245.96088615904,0
"1994-11-02",1994-11-02,9280.54456769067,9173.24096339281,0
"1994-11-03",1994-11-03,9330.23940727286,9186.60596268239,0
"1994-11-04",1994-11-04,9209.10649182293,9058.74321326613,0
"1994-11-07",1994-11-07,9237.06547190526,9043.22969012508,0
"1994-11-08",1994-11-08,9308.49937828543,8977.33305225574,0
"1994-11-09",1994-11-09,9324.03232318107,8964.25928086733,0
"1994-11-10",1994-11-10,9258.80518016288,8860.5800290404,0
"1994-11-11",1994-11-11,9224.6378330695,8870.26628379187,0
"1994-11-14",1994-11-14,9311.60660872419,9014.89522966426,0
"1994-11-15",1994-11-15,9280.54456769067,9008.23461721521,0
"1994-11-16",1994-11-16,9311.60660872419,9047.2118335725,0
"1994-11-17",1994-11-17,9249.48573395531,8931.55357910244,0
"1994-11-18",1994-11-18,9237.06547190526,8943.94571695427,0
"1994-11-21",1994-11-21,9143.88223537306,8827.26881010084,0
"1994-11-22",1994-11-22,8945.10063193563,8512.48611286901,0
"1994-11-23",1994-11-23,8994.7929056793,8578.52069523112,0
"1994-11-25",1994-11-25,9038.28130262932,8677.50131268953,0
"1994-11-28",1994-11-28,9078.65990330208,8715.1066979639,0
"1994-11-29",1994-11-29,9075.55042775462,8793.22423379964,0
"1994-11-30",1994-11-30,9063.12952424495,8712.10775522507,0
"1994-12-01",1994-12-01,8973.05768763908,8651.96662928227,0
"1994-12-02",1994-12-02,9056.91249752893,8745.0759037722,0
"1994-12-05",1994-12-05,9066.23290592594,8831.53379794824,0
"1994-12-06",1994-12-06,9072.44576315438,8792.58818157252,0
"1994-12-07",1994-12-07,9007.21829940637,8547.92566105319,0
"1994-12-08",1994-12-08,8920.25818345666,8318.80726217929,0
"1994-12-09",1994-12-09,8954.41783303451,8351.68246308667,0
"1994-12-12",1994-12-12,9013.4353261224,8396.37326312142,0
"1994-12-13",1994-12-13,9047.60171102634,8378.23653362888,0
"1994-12-14",1994-12-14,9094.1880372505,8454.29799586424,0
"1994-12-15",1994-12-15,9122.14445149433,8586.7627813524,0
"1994-12-16",1994-12-16,9166.69863361652,8546.43181005776,0
"1994-12-19",1994-12-19,9179.22345358595,8511.09219322623,0
"1994-12-20",1994-12-20,9151.04637723005,8455.99879751946,0
"1994-12-21",1994-12-21,9248.09601167092,8612.10657341754,0
"1994-12-22",1994-12-22,9219.91765239576,8598.1253557853,0
"1994-12-23",1994-12-23,9229.3140737587,8617.28697117886,0
"1994-12-27",1994-12-27,9279.40437320164,8699.7121815039,0
"1994-12-28",1994-12-28,9232.43830287761,8605.2392109532,0
"1994-12-29",1994-12-29,9238.70440125519,8707.29448669644,0
"1994-12-30",1994-12-30,9129.12770173618,8614.5760858079,0
"1995-01-03",1995-01-03,9172.95831739782,8556.40513628909,0
"1995-01-04",1995-01-04,9216.79053670853,8631.71473951409,0
"1995-01-05",1995-01-05,9216.79053670853,8580.62228444973,0
"1995-01-06",1995-01-06,9226.17765690687,8648.8190934429,0
"1995-01-09",1995-01-09,9235.57279535056,8720.16241118088,0
"1995-01-10",1995-01-10,9244.96119846815,8847.43461627472,0
"1995-01-11",1995-01-11,9251.22248589852,8839.84025465368,0
"1995-01-12",1995-01-12,9254.3576198311,8868.68134971599,0
"1995-01-13",1995-01-13,9363.92886694327,8929.87829304382,0
"1995-01-16",1995-01-16,9420.2833403849,9035.6082978009,0
"1995-01-17",1995-01-17,9423.41558774915,9128.85762360228,0
"1995-01-18",1995-01-18,9414.0214114949,9128.1139361283,0
"1995-01-19",1995-01-19,9360.80399636474,9109.36398127787,0
"1995-01-20",1995-01-20,9326.36114236107,8927.25754732262,0
"1995-01-23",1995-01-23,9354.53982236604,8974.54110060821,0
"1995-01-24",1995-01-24,9367.06656671436,9042.52309381931,0
"1995-01-25",1995-01-25,9392.11011278676,8960.47884123671,0
"1995-01-26",1995-01-26,9401.49434641677,8833.65191098573,0
"1995-01-27",1995-01-27,9439.07105143377,8933.08146738368,0
"1995-01-30",1995-01-30,9398.3730038662,8846.11228656106,0
"1995-01-31",1995-01-31,9435.93655896081,8947.08242247472,0
"1995-02-01",1995-02-01,9432.80880181396,9011.77716259378,0
"1995-02-02",1995-02-02,9489.15589846986,9023.929120679,0
"1995-02-03",1995-02-03,9623.77197457368,9127.49069196775,0
"1995-02-06",1995-02-06,9664.47836111642,9178.15903310784,0
"1995-02-07",1995-02-07,9677.00286035604,9145.81754307282,0
"1995-02-08",1995-02-08,9677.00286035604,9156.59042762066,0
"1995-02-09",1995-02-09,9677.00286035604,9198.63183480252,0
"1995-02-10",1995-02-10,9689.52575594659,9267.99282514624,0
"1995-02-13",1995-02-13,9692.65672039159,9193.16865143277,0
"1995-02-14",1995-02-14,9705.1834647399,9254.58196622135,0
"1995-02-15",1995-02-15,9758.40633227691,9247.48963738768,0
"1995-02-16",1995-02-16,9745.88311595655,9250.21816055012,0
"1995-02-17",1995-02-17,9708.30865604825,9119.36889276481,0
"1995-02-21",1995-02-21,9705.1834647399,9094.91505401816,0
"1995-02-22",1995-02-22,9777.18249705247,9294.78584127524,0
"1995-02-23",1995-02-23,9792.8382814669,9303.46557933373,0
"1995-02-24",1995-02-24,10817.8824689989,10323.2020455901,1000
"1995-02-27",1995-02-27,10731.6474137502,10297.3322243493,0
"1995-02-28",1995-02-28,10821.3302173075,10528.8997102505,0
"1995-03-01",1995-03-01,10752.3483929086,10635.2901537982,0
"1995-03-02",1995-03-02,10766.1439803134,10677.2026839139,0
"1995-03-03",1995-03-03,10769.5931422129,10762.8208460595,0
"1995-03-06",1995-03-06,10776.4861650458,10761.1256411889,0
"1995-03-07",1995-03-07,10693.7045124694,10709.8266086971,0
"1995-03-08",1995-03-08,10721.2981610631,10795.2693899075,0
"1995-03-09",1995-03-09,10717.8447583907,10713.4129049778,0
"1995-03-10",1995-03-10,10876.5277630291,10792.9839041449,0
"1995-03-13",1995-03-13,10866.183811308,10872.5556693812,0
"1995-03-14",1995-03-14,10945.5194825645,11062.2541573934,0
"1995-03-15",1995-03-15,10924.8241577699,11120.1558457002,0
"1995-03-16",1995-03-16,11990.3631814285,12176.183473727,1000
"1995-03-17",1995-03-17,12002.287949326,12215.8775335521,0
"1995-03-20",1995-03-20,12002.287949326,12362.7507643351,0
"1995-03-21",1995-03-21,11972.0208842978,12416.7916988081,0
"1995-03-22",1995-03-22,11983.367322736,12387.5208506043,0
"1995-03-23",1995-03-23,11990.9345709342,12564.5242323056,0
"1995-03-24",1995-03-24,12161.2094147609,12777.081589274,0
"1995-03-27",1995-03-27,12210.398648591,12988.8996720486,0
"1995-03-28",1995-03-28,12210.398648591,13179.0886775642,0
"1995-03-29",1995-03-29,12206.6217716689,12836.6343465095,0
"1995-03-30",1995-03-30,12183.9169426503,12641.8367761595,0
"1995-03-31",1995-03-31,13134.7253955024,13674.5533116287,1000
"1995-04-03",1995-04-03,13167.4883819932,13758.5616980203,0
"1995-04-04",1995-04-04,13253.5017068392,13689.0687827156,0
"1995-04-05",1995-04-05,13253.5017068392,13875.049811082,0
"1995-04-06",1995-04-06,13302.6459779126,13854.0262164311,0
"1995-04-07",1995-04-07,13290.3557368875,13903.1499383152,0
"1995-04-10",1995-04-10,13314.9295417269,13953.5455674595,0
"1995-04-11",1995-04-11,13269.8784008394,13946.7036835657,0
"1995-04-12",1995-04-12,13314.9295417269,14035.4548453305,0
"1995-04-13",1995-04-13,13388.6534601992,14120.2179868248,0
"1995-04-17",1995-04-17,13310.8389154951,14080.9874937292,0
"1995-04-18",1995-04-18,13265.7852706535,13963.7419449859,0
"1995-04-19",1995-04-19,13253.5017068392,13690.0733839561,0
"1995-04-20",1995-04-20,13273.9744523049,13633.5991454834,0
"1995-04-21",1995-04-21,13339.506267846,13782.9327106555,0
"1995-04-24",1995-04-24,13495.1437037676,14017.7858819528,0
"1995-04-25",1995-04-25,13458.2754846464,14176.7347268029,0
"1995-04-26",1995-04-26,13470.5653083458,14242.7196346098,0
"1995-04-27",1995-04-27,13503.3282948367,14183.4138947443,0
"1995-04-28",1995-04-28,13523.8102214672,14309.8901758742,0
"1995-05-01",1995-05-01,13486.9516008365,14230.4512172938,0
"1995-05-02",1995-05-02,13515.6197878387,14314.9446467913,0
"1995-05-03",1995-05-03,13704.0277221132,14559.7937373525,0
"1995-05-04",1995-05-04,13695.8310285997,14489.5908826501,0
"1995-05-05",1995-05-05,13679.4509959941,14370.2753282564,0
"1995-05-08",1995-05-08,13777.740790118,14476.054833001,0
"1995-05-09",1995-05-09,13765.4476278132,14456.4968967785,0
"1995-05-10",1995-05-10,13781.8339203039,14517.6530059004,0
"1995-05-11",1995-05-11,13818.6992181454,14716.1513305636,0
"1995-05-12",1995-05-12,13826.8850611914,14759.0623760434,0
"1995-05-15",1995-05-15,13892.4218846406,14892.5632834675,0
"1995-05-16",1995-05-16,13900.6106489664,15031.4627853143,0
"1995-05-17",1995-05-17,13847.3623972396,15256.7006441516,0
"1995-05-18",1995-05-18,13646.6754897332,15255.2391452786,0
"1995-05-19",1995-05-19,13654.869261967,15328.0625028801,0
"1995-05-22",1995-05-22,13806.410646423,15486.2722829175,0
"1995-05-23",1995-05-23,13933.3769740626,15901.766787902,0
"1995-05-24",1995-05-24,13925.1844538058,15757.3089131115,0
"1995-05-25",1995-05-25,13937.4713562255,15793.4192433516,0
"1995-05-26",1995-05-26,13777.740790118,15531.126664423,0
"1995-05-30",1995-05-30,13773.6384787674,15106.8771937496,0
"1995-05-31",1995-05-31,14060.3395457711,15515.1880034846,0
"1995-06-01",1995-06-01,14023.4742479296,15689.8761361203,0
"1995-06-02",1995-06-02,14035.7611503493,15820.3084862544,0
"1995-06-05",1995-06-05,14121.7690499616,15928.168491329,0
"1995-06-06",1995-06-06,14097.2031743099,15763.3909684104,0
